subject_id,title,,authority_id,xml,,
5092,Posillipo Hill (Italy),http://id.loc.gov/authorities/subjects/sh94003429,sh94003429,http://id.loc.gov/authorities/subjects/sh94003429.marcxml.xml,,
5179,"Ara Pacis (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh94003435,sh94003435,http://id.loc.gov/authorities/subjects/sh94003435.marcxml.xml,,
5139,"Ara Pacis (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh94003435,sh94003435,http://id.loc.gov/authorities/subjects/sh94003435.marcxml.xml,,
5801,Pincian Hill (Italy),http://id.loc.gov/authorities/subjects/sh94003784,sh94003784,http://id.loc.gov/authorities/subjects/sh94003784.marcxml.xml,,
2114,Aventine Hill (Italy),http://id.loc.gov/authorities/subjects/sh94003838,sh94003838,http://id.loc.gov/authorities/subjects/sh94003838.marcxml.xml,,
2057,Aventine Hill (Italy),http://id.loc.gov/authorities/subjects/sh94003838,sh94003838,http://id.loc.gov/authorities/subjects/sh94003838.marcxml.xml,,
3829,Esquiline (Italy),http://id.loc.gov/authorities/subjects/sh94003842,sh94003842,http://id.loc.gov/authorities/subjects/sh94003842.marcxml.xml,,
2030,"Forum of Trajan (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh94004091,sh94004091,http://id.loc.gov/authorities/subjects/sh94004091.marcxml.xml,,
6504,Janus (Roman deity),http://id.loc.gov/authorities/subjects/sh94005019,sh94005019,http://id.loc.gov/authorities/subjects/sh94005019.marcxml.xml,,
2029,"Basilica Ulpia (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh94005053,sh94005053,http://id.loc.gov/authorities/subjects/sh94005053.marcxml.xml,,
2032,"Basilica Ulpia (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh94005053,sh94005053,http://id.loc.gov/authorities/subjects/sh94005053.marcxml.xml,,
2034,"Basilica Ulpia (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh94005053,sh94005053,http://id.loc.gov/authorities/subjects/sh94005053.marcxml.xml,,
5814,"Mausoleum of Augustus (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh94005170,sh94005170,http://id.loc.gov/authorities/subjects/sh94005170.marcxml.xml,,
3170,"Fontana Maggiore (Perugia, Italy)",http://id.loc.gov/authorities/subjects/sh94005889,sh94005889,http://id.loc.gov/authorities/subjects/sh94005889.marcxml.xml,,
4454,"Mausoleum of Galla Placidia (Ravenna, Italy)",http://id.loc.gov/authorities/subjects/sh95000067,sh95000067,http://id.loc.gov/authorities/subjects/sh95000067.marcxml.xml,,
3301,Via Traiana (Italy),http://id.loc.gov/authorities/subjects/sh95000613,sh95000613,http://id.loc.gov/authorities/subjects/sh95000613.marcxml.xml,,
5124,"Ponte Emilio (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh95000862,sh95000862,http://id.loc.gov/authorities/subjects/sh95000862.marcxml.xml,,
2049,"Ponte Emilio (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh95000862,sh95000862,http://id.loc.gov/authorities/subjects/sh95000862.marcxml.xml,,
3372,Thugga (Extinct city),http://id.loc.gov/authorities/subjects/sh95001771,sh95001771,http://id.loc.gov/authorities/subjects/sh95001771.marcxml.xml,,
3344,"Porta Nigra (Trier, Germany)",http://id.loc.gov/authorities/subjects/sh95002726,sh95002726,http://id.loc.gov/authorities/subjects/sh95002726.marcxml.xml,,
3320,Solunto (Extinct city),http://id.loc.gov/authorities/subjects/sh95002881,sh95002881,http://id.loc.gov/authorities/subjects/sh95002881.marcxml.xml,,
2999,"Argiletum (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh95003729,sh95003729,http://id.loc.gov/authorities/subjects/sh95003729.marcxml.xml,,
5211,"Bronze sculpture, Classical",http://id.loc.gov/authorities/subjects/sh95006364,sh95006364,http://id.loc.gov/authorities/subjects/sh95006364.marcxml.xml,,
2904,Viminal Hill (Italy),http://id.loc.gov/authorities/subjects/sh95006811,sh95006811,http://id.loc.gov/authorities/subjects/sh95006811.marcxml.xml,,
3227,"Campanile di San Marco (Venice, Italy)",http://id.loc.gov/authorities/subjects/sh95008906,sh95008906,http://id.loc.gov/authorities/subjects/sh95008906.marcxml.xml,,
4470,"Papal Palace (Viterbo, Italy)",http://id.loc.gov/authorities/subjects/sh95009235,sh95009235,http://id.loc.gov/authorities/subjects/sh95009235.marcxml.xml,,
5167,"Villa Lazzaroni (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh96001932,sh96001932,http://id.loc.gov/authorities/subjects/sh96001932.marcxml.xml,,
6068,"Ponte Milvio (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh96001938,sh96001938,http://id.loc.gov/authorities/subjects/sh96001938.marcxml.xml,,
2919,"Forum of Augustus (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh96002146,sh96002146,http://id.loc.gov/authorities/subjects/sh96002146.marcxml.xml,,
5957,"Ponte Scaligero (Verona, Italy)",http://id.loc.gov/authorities/subjects/sh96002423,sh96002423,http://id.loc.gov/authorities/subjects/sh96002423.marcxml.xml,,
2938,Caelian Hill (Italy),http://id.loc.gov/authorities/subjects/sh96003302,sh96003302,http://id.loc.gov/authorities/subjects/sh96003302.marcxml.xml,,
2991,"Lacus Juturnae (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh96003529,sh96003529,http://id.loc.gov/authorities/subjects/sh96003529.marcxml.xml,,
2002,"Arch of the Money Changers (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh96003574,sh96003574,http://id.loc.gov/authorities/subjects/sh96003574.marcxml.xml,,
3826,Rostra (Roman architecture),http://id.loc.gov/authorities/subjects/sh96003610,sh96003610,http://id.loc.gov/authorities/subjects/sh96003610.marcxml.xml,,
3303,"Bridges, Roman--Italy",http://id.loc.gov/authorities/subjects/sh96008147,sh96008147,http://id.loc.gov/authorities/subjects/sh96008147.marcxml.xml,,
5401,"Portraits, Greek",http://id.loc.gov/authorities/subjects/sh96008900,sh96008900,http://id.loc.gov/authorities/subjects/sh96008900.marcxml.xml,,
6307,"Palazzo della Venaria Reale (Venaria Reale, Italy)",http://id.loc.gov/authorities/subjects/sh96010557,sh96010557,http://id.loc.gov/authorities/subjects/sh96010557.marcxml.xml,,
6525,Nurses in art,http://id.loc.gov/authorities/subjects/sh97000053,sh97000053,http://id.loc.gov/authorities/subjects/sh97000053.marcxml.xml,,
7170,Hypocausts,http://id.loc.gov/authorities/subjects/sh97000171,sh97000171,http://id.loc.gov/authorities/subjects/sh97000171.marcxml.xml,,
5208,Satyrs (Greek mythology) in art,http://id.loc.gov/authorities/subjects/sh97001316,sh97001316,http://id.loc.gov/authorities/subjects/sh97001316.marcxml.xml,,
658,"Wall of Aurelian (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh97002017,sh97002017,http://id.loc.gov/authorities/subjects/sh97002017.marcxml.xml,,
5815,"Villa Cambiaso (Genoa, Italy)",http://id.loc.gov/authorities/subjects/sh97002097,sh97002097,http://id.loc.gov/authorities/subjects/sh97002097.marcxml.xml,,
6420,"Walls, Roman--Italy",http://id.loc.gov/authorities/subjects/sh97002126,sh97002126,http://id.loc.gov/authorities/subjects/sh97002126.marcxml.xml,,
6378,"Walls, Roman--Italy",http://id.loc.gov/authorities/subjects/sh97002126,sh97002126,http://id.loc.gov/authorities/subjects/sh97002126.marcxml.xml,,
5268,Muses (Greek deities) in art,http://id.loc.gov/authorities/subjects/sh97002652,sh97002652,http://id.loc.gov/authorities/subjects/sh97002652.marcxml.xml,,
4441,"Castello Orsini Odescalchi (Bracciano, Italy)",http://id.loc.gov/authorities/subjects/sh97003267,sh97003267,http://id.loc.gov/authorities/subjects/sh97003267.marcxml.xml,,
5261,Cupid and Psyche (Tale) in art,http://id.loc.gov/authorities/subjects/sh97003480,sh97003480,http://id.loc.gov/authorities/subjects/sh97003480.marcxml.xml,,
3070,Alban Hills (Italy),http://id.loc.gov/authorities/subjects/sh97003629,sh97003629,http://id.loc.gov/authorities/subjects/sh97003629.marcxml.xml,,
5676,Ferentium (Extinct city),http://id.loc.gov/authorities/subjects/sh97003776,sh97003776,http://id.loc.gov/authorities/subjects/sh97003776.marcxml.xml,,
3123,Ferentium (Extinct city),http://id.loc.gov/authorities/subjects/sh97003776,sh97003776,http://id.loc.gov/authorities/subjects/sh97003776.marcxml.xml,,
6478,Mithras (Zoroastrian deity),http://id.loc.gov/authorities/subjects/sh97004133,sh97004133,http://id.loc.gov/authorities/subjects/sh97004133.marcxml.xml,,
6485,Mithras (Zoroastrian deity),http://id.loc.gov/authorities/subjects/sh97004133,sh97004133,http://id.loc.gov/authorities/subjects/sh97004133.marcxml.xml,,
5835,"Villa Arconati (Bollate, Italy)",http://id.loc.gov/authorities/subjects/sh97004541,sh97004541,http://id.loc.gov/authorities/subjects/sh97004541.marcxml.xml,,
1997,"Meta Sudans (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh97004783,sh97004783,http://id.loc.gov/authorities/subjects/sh97004783.marcxml.xml,,
2010,"Meta Sudans (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh97004783,sh97004783,http://id.loc.gov/authorities/subjects/sh97004783.marcxml.xml,,
7172,Temple of Sobek and Haroeris (Ombos),http://id.loc.gov/authorities/subjects/sh97006317,sh97006317,http://id.loc.gov/authorities/subjects/sh97006317.marcxml.xml,,
5767,"Fontana del Tritone (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh97006443,sh97006443,http://id.loc.gov/authorities/subjects/sh97006443.marcxml.xml,,
6396,House of the Little Fountain (Pompeii),http://id.loc.gov/authorities/subjects/sh97006719,sh97006719,http://id.loc.gov/authorities/subjects/sh97006719.marcxml.xml,,
4476,"Forum Pacis (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh97007208,sh97007208,http://id.loc.gov/authorities/subjects/sh97007208.marcxml.xml,,
3202,"Palazzo dei Priori (Perugia, Italy)",http://id.loc.gov/authorities/subjects/sh97008824,sh97008824,http://id.loc.gov/authorities/subjects/sh97008824.marcxml.xml,,
6736,"Sanctuary of Hera Lakinia (Crotone, Italy)",http://id.loc.gov/authorities/subjects/sh97008858,sh97008858,http://id.loc.gov/authorities/subjects/sh97008858.marcxml.xml,,
3378,Simithu (Extinct city),http://id.loc.gov/authorities/subjects/sh98002353,sh98002353,http://id.loc.gov/authorities/subjects/sh98002353.marcxml.xml,,
4395,Fucino Basin (Italy),http://id.loc.gov/authorities/subjects/sh98003744,sh98003744,http://id.loc.gov/authorities/subjects/sh98003744.marcxml.xml,,
7356,"Palazzo Altemps (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh98004434,sh98004434,http://id.loc.gov/authorities/subjects/sh98004434.marcxml.xml,,
3599,"Via Sacra (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh98004905,sh98004905,http://id.loc.gov/authorities/subjects/sh98004905.marcxml.xml,,
2962,"Via Sacra (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh98004905,sh98004905,http://id.loc.gov/authorities/subjects/sh98004905.marcxml.xml,,
5259,Discus throwing in art,http://id.loc.gov/authorities/subjects/sh98005595,sh98005595,http://id.loc.gov/authorities/subjects/sh98005595.marcxml.xml,,
7174,Cloisters (Architecture),http://id.loc.gov/authorities/subjects/sh99000164,sh99000164,http://id.loc.gov/authorities/subjects/sh99000164.marcxml.xml,,
7371,"Ivories, Roman",http://id.loc.gov/authorities/subjects/sh99000442,sh99000442,http://id.loc.gov/authorities/subjects/sh99000442.marcxml.xml,,
6310,"Villa Chiericati (Grumolo delle Abbadesse, Italy)",http://id.loc.gov/authorities/subjects/sh99000790,sh99000790,http://id.loc.gov/authorities/subjects/sh99000790.marcxml.xml,,
2203,Via Prenestina (Italy),http://id.loc.gov/authorities/subjects/sh99001520,sh99001520,http://id.loc.gov/authorities/subjects/sh99001520.marcxml.xml,,
3104,Via Prenestina (Italy),http://id.loc.gov/authorities/subjects/sh99001520,sh99001520,http://id.loc.gov/authorities/subjects/sh99001520.marcxml.xml,,
5169,"Loggia di Raffaello (Vatican Palace, Vatican City)",http://id.loc.gov/authorities/subjects/sh99004611,sh99004611,http://id.loc.gov/authorities/subjects/sh99004611.marcxml.xml,,
3366,Thysdrus (Extinct city),http://id.loc.gov/authorities/subjects/sh99010817,sh99010817,http://id.loc.gov/authorities/subjects/sh99010817.marcxml.xml,,
5238,"Column of Marcus Aurelius (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh99013442,sh99013442,http://id.loc.gov/authorities/subjects/sh99013442.marcxml.xml,,
5174,"Galleria delle statue (Museo Pio-Clementino, Vatican City)",http://id.loc.gov/authorities/subjects/sh99013527,sh99013527,http://id.loc.gov/authorities/subjects/sh99013527.marcxml.xml,,
3042,Tusculum (Extinct city),http://id.loc.gov/authorities/subjects/sh99014251,sh99014251,http://id.loc.gov/authorities/subjects/sh99014251.marcxml.xml,,
3619,Porticoes,http://id.loc.gov/authorities/subjects/sh85105083,sh85105083,http://id.loc.gov/authorities/subjects/sh85105083.marcxml.xml,,
5381,Architecture$zBelgium,http://id.loc.gov/authorities/subjects/sh2009115393,sh2009115393,http://id.loc.gov/authorities/subjects/sh2009115393.marcxml.xml,,
7311,"Babcock, Charles E.$q(Charles Edwin),$d1879-1966",http://id.loc.gov/authorities/names/no2008018895,no2008018895,http://id.loc.gov/authorities/names/no2008018895.marcxml.xml,,
7154,Rhône-Alpes (France),http://id.loc.gov/authorities/names/n80123342,n80123342,http://id.loc.gov/authorities/names/n80123342.marcxml.xml,,
7191,"Cappella Sassetti (Santa Trinita_ (Church : Florence, Italy))",http://id.loc.gov/authorities/names/n97121007,n97121007,http://id.loc.gov/authorities/names/n97121007.marcxml.xml,,
4962,Dwellings$zTunisia,http://id.loc.gov/authorities/subjects/sh92005105,sh92005105 ,http://id.loc.gov/authorities/subjects/sh92005105.marcxml.xml,,
7421,Abruzzo (Italy),http://id.loc.gov/authorities/names/n79023292,n79023292,http://id.loc.gov/authorities/names/n79023292.marcxml.xml,,
4895,Ab_ Sunbul (Egypt),http://id.loc.gov/authorities/names/n79139507,n79139507,http://id.loc.gov/authorities/names/n79139507.marcxml.xml,,
4961,Aqueducts,http://id.loc.gov/authorities/subjects/sh85006259,sh85006259,http://id.loc.gov/authorities/subjects/sh85006259.marcxml.xml,,
5569,"Acropolis (Athens, Greece)",http://id.loc.gov/authorities/subjects/sh85000668,sh85000668,http://id.loc.gov/authorities/subjects/sh85000668.marcxml.xml,,
5551,Aegean Islands (Greece and Turkey),http://id.loc.gov/authorities/subjects/sh85001233,sh85001233,http://id.loc.gov/authorities/subjects/sh85001233.marcxml.xml,,
5526,Asklepios$c(Greek deity),http://id.loc.gov/authorities/names/no2015101384,no2015101384,http://id.loc.gov/authorities/names/no2015101384.marcxml.xml,,
3781,Biskra (Algeria),http://id.loc.gov/authorities/names/no2006088639,no2006088639,http://id.loc.gov/authorities/names/no2006088639.marcxml.xml,,
3757,Khums (Libya),http://id.loc.gov/authorities/names/n94025689,n94025689,http://id.loc.gov/authorities/names/n94025689.marcxml.xml,,
3770,_ar_bulus (Libya : Province),http://id.loc.gov/authorities/names/n82077894,n82077894,http://id.loc.gov/authorities/names/n82077894.marcxml.xml,,
3766,Tripoli (Libya),http://id.loc.gov/authorities/names/n81146957,n81146957,http://id.loc.gov/authorities/names/n81146957.marcxml.xml,,
3772,Sabratha (Extinct city),http://id.loc.gov/authorities/subjects/sh86004689,sh86004689,http://id.loc.gov/authorities/subjects/sh86004689.marcxml.xml,,
3779,Thugga (Extinct city),http://id.loc.gov/authorities/subjects/sh95001771,sh95001771,http://id.loc.gov/authorities/subjects/sh95001771.marcxml.xml,,
3785,Subay_ilah (Tunisia),http://id.loc.gov/authorities/names/nr89007041,nr89007041,http://id.loc.gov/authorities/names/nr89007041.marcxml.xml,,
3735,Agrigento (Italy),http://id.loc.gov/authorities/names/n82005892,n82005892,http://id.loc.gov/authorities/names/n82005892.marcxml.xml,,
7140,Agrigento (Italy),http://id.loc.gov/authorities/names/n82005892,n82005892,http://id.loc.gov/authorities/names/n82005892.marcxml.xml,,
266,Alabaster,http://id.loc.gov/authorities/subjects/sh85003107,sh85003107,http://id.loc.gov/authorities/subjects/sh85003107.marcxml.xml,,
7306,Albe (Italy),http://id.loc.gov/authorities/names/n91042432,n91042432,http://id.loc.gov/authorities/names/n91042432.marcxml.xml,,
6503,"Alexander,$cthe Great,$d356 B.C.-323 B.C.$xStatues",http://id.loc.gov/authorities/subjects/sh85003365,sh85003365,http://id.loc.gov/authorities/subjects/sh85003365.marcxml.xml,,
7408,Alexandria Troas (Extinct city),http://id.loc.gov/authorities/subjects/sh2005006571,sh2005006571,http://id.loc.gov/authorities/subjects/sh2005006571.marcxml.xml,,
5357,Algeria,http://id.loc.gov/authorities/names/n79064760,n79064760,http://id.loc.gov/authorities/names/n79064760.marcxml.xml,,
5411,"Altes Museum (Berlin, Germany)",http://id.loc.gov/authorities/names/n83197241,n83197241 ,http://id.loc.gov/authorities/names/n83197241.marcxml.xml,,
6093,Amalfi (Italy),http://id.loc.gov/authorities/names/n79021800,n79021800 ,http://id.loc.gov/authorities/names/n79021800.marcxml.xml,,
6660,American Academy in Rome,http://id.loc.gov/authorities/names/n79032986,n79032986,http://id.loc.gov/authorities/names/n79032986.marcxml.xml,,
507,American Academy in Rome,http://id.loc.gov/authorities/names/n79032986,n79032986,http://id.loc.gov/authorities/names/n79032986.marcxml.xml,,
3712,American School of Classical Studies in Rome,http://id.loc.gov/authorities/names/n83195663,n83195663,http://id.loc.gov/authorities/names/n83195663.marcxml.xml,,
1986,"Colosseum (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh87004621,sh87004621,http://id.loc.gov/authorities/subjects/sh87004621.marcxml.xml,,
1974,Amphitheaters,http://id.loc.gov/authorities/subjects/sh85004635,sh85004635,http://id.loc.gov/authorities/subjects/sh85004635.marcxml.xml,,
418,Amphoras,http://id.loc.gov/authorities/subjects/sh85004641,sh85004641,http://id.loc.gov/authorities/subjects/sh85004641.marcxml.xml,,
3416,‘Aïn Benian (Algeria),http://id.loc.gov/authorities/names/n2011023943,n2011023943,http://id.loc.gov/authorities/names/n2011023943.marcxml.xml,,
4009,Anagni (Italy),http://id.loc.gov/authorities/names/n85255351,n85255351,http://id.loc.gov/authorities/names/n85255351.marcxml.xml,,
5045,Anapo River (Italy),http://id.loc.gov/authorities/subjects/sh2003001802,sh2003001802,http://id.loc.gov/authorities/subjects/sh2003001802.marcxml.xml,,
3251,Ancona (Italy) ,http://id.loc.gov/authorities/names/n80001338,n80001338,http://id.loc.gov/authorities/names/n80001338.marcxml.xml,,
3638,Aniene River (Italy),http://id.loc.gov/authorities/subjects/sh93006480,sh93006480,http://id.loc.gov/authorities/subjects/sh93006480.marcxml.xml,,
3057,Aniene River (Italy),http://id.loc.gov/authorities/subjects/sh93006480,sh93006480,http://id.loc.gov/authorities/subjects/sh93006480.marcxml.xml,,
6509,Animals in art,http://id.loc.gov/authorities/subjects/sh85005283,sh85005283,http://id.loc.gov/authorities/subjects/sh85005283.marcxml.xml,,
2902,Animals in art,http://id.loc.gov/authorities/subjects/sh85005283,sh85005283,http://id.loc.gov/authorities/subjects/sh85005283.marcxml.xml,,
6422,Classical antiquities,http://id.loc.gov/authorities/subjects/sh85026692,sh85026692,http://id.loc.gov/authorities/subjects/sh85026692.marcxml.xml,,
4940,"Libya$xAntiquities, Roman",http://id.loc.gov/authorities/subjects/sh85076749,sh85076749,http://id.loc.gov/authorities/subjects/sh85076749.marcxml.xml,,
7324,France$xAntiquities,http://id.loc.gov/authorities/subjects/sh85051170,sh85051170,http://id.loc.gov/authorities/subjects/sh85051170.marcxml.xml,,
7314,Turkey$xAntiquities,http://id.loc.gov/authorities/subjects/sh85138785,sh85138785 ,http://id.loc.gov/authorities/subjects/sh85138785.marcxml.xml,,
7391,Anzio (Italy),http://id.loc.gov/authorities/names/n83036079,n83036079,http://id.loc.gov/authorities/names/n83036079.marcxml.xml,,
3276,Aosta (Italy),http://id.loc.gov/authorities/names/n79063211,n79063211,http://id.loc.gov/authorities/names/n79063211.marcxml.xml,,
5496,Apollo$c(Deity),http://id.loc.gov/authorities/names/n2014033988,n2014033988 ,http://id.loc.gov/authorities/names/n2014033988.marcxml.xml,,
4866,S_sah (Libya),http://id.loc.gov/authorities/names/n85098588,n85098588 ,http://id.loc.gov/authorities/names/n85098588.marcxml.xml,,
7320,Apollonia (Albania : Extinct city),http://id.loc.gov/authorities/subjects/sh90002019,sh90002019 ,http://id.loc.gov/authorities/subjects/sh90002019.marcxml.xml,,
7340,Appian Way (Italy),http://id.loc.gov/authorities/subjects/sh85006104,sh85006104 ,http://id.loc.gov/authorities/subjects/sh85006104.marcxml.xml,,
4271,Appian Way (Italy),http://id.loc.gov/authorities/subjects/sh85006104,sh85006104 ,http://id.loc.gov/authorities/subjects/sh85006104.marcxml.xml,,
2138,Aquaducts,http://id.loc.gov/authorities/subjects/sh85006259,sh85006259,http://id.loc.gov/authorities/subjects/sh85006259.marcxml.xml,,
2908,Aqueducts$zItaly,http://id.loc.gov/authorities/subjects/sh2004010597,sh2004010597,http://id.loc.gov/authorities/subjects/sh2004010597.marcxml.xml,,
7262,Aquileia (Italy),http://id.loc.gov/authorities/names/n50059847,n50059847 ,http://id.loc.gov/authorities/names/n50059847.marcxml.xml,,
1998,"Ara Pacis (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh94003435,sh94003435,http://id.loc.gov/authorities/subjects/sh94003435.marcxml.xml,,
4192,"Ara Pacis (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh94003435,sh94003435,http://id.loc.gov/authorities/subjects/sh94003435.marcxml.xml,,
3762,Arches,http://id.loc.gov/authorities/subjects/sh85006530,sh85006530,http://id.loc.gov/authorities/subjects/sh85006530.marcxml.xml,,
3724,Archaeological surveying,http://id.loc.gov/authorities/subjects/sh85006504,sh85006504,http://id.loc.gov/authorities/subjects/sh85006504.marcxml.xml,,
2380,Archaeology,http://id.loc.gov/authorities/subjects/sh85006507,sh85006507,http://id.loc.gov/authorities/subjects/sh85006507.marcxml.xml,,
489,Corinth (Greece),http://id.loc.gov/authorities/names/n82093760,n 82093760,http://id.loc.gov/authorities/names/n82093760.marcxml.xml,,
211,Italy$xHistory$yTo 476,http://id.loc.gov/authorities/subjects/sh85068937,sh85068937,http://id.loc.gov/authorities/subjects/sh85068937.marcxml.xml,,
220,Italy$xHistory$yTo 476,http://id.loc.gov/authorities/subjects/sh85068937,sh85068937,http://id.loc.gov/authorities/subjects/sh85068937.marcxml.xml,,
221,Etruria$xAntiquities,http://id.loc.gov/authorities/subjects/sh85045466,sh85045466,http://id.loc.gov/authorities/subjects/sh85045466.marcxml.xml,,
490,Etruria$xAntiquities,http://id.loc.gov/authorities/subjects/sh85045466,sh85045466,http://id.loc.gov/authorities/subjects/sh85045466.marcxml.xml,,
487,Etruria$xAntiquities,http://id.loc.gov/authorities/subjects/sh85045466,sh85045466,http://id.loc.gov/authorities/subjects/sh85045466.marcxml.xml,,
222,151 \\ $aGreece$xHistory$y146 B.C.-323 A.D.,http://id.loc.gov/authorities/subjects/sh85057092,sh 85057092,http://id.loc.gov/authorities/subjects/sh85057092.marcxml.xml,,
5612,Arches,http://id.loc.gov/authorities/subjects/sh85006530,sh85006530,http://id.loc.gov/authorities/subjects/sh85006530.marcxml.xml,,
4945,Triumphal arches,http://id.loc.gov/authorities/subjects/sh85006535,sh85006535,http://id.loc.gov/authorities/subjects/sh85006535.marcxml.xml,,
6594,Architectural drawing,http://id.loc.gov/authorities/subjects/sh85006587,sh85006587,http://id.loc.gov/authorities/subjects/sh85006587.marcxml.xml,,
6916,Architectural models,http://id.loc.gov/authorities/subjects/sh85006601,sh85006601,http://id.loc.gov/authorities/subjects/sh85006601.marcxml.xml,,
655,Architecture,http://id.loc.gov/authorities/subjects/sh85006611,sh85006611,http://id.loc.gov/authorities/subjects/sh85006611.marcxml.xml,,
634,Architecture$xHistory$y17th century,http://id.loc.gov/authorities/subjects/sh2008005556,sh2008005556,http://id.loc.gov/authorities/subjects/sh2008005556.marcxml.xml,,
626,Architecture$xHistory$y20th century,http://id.loc.gov/authorities/subjects/sh85006834,sh85006834,http://id.loc.gov/authorities/subjects/sh85006834.marcxml.xml,,
5479,Architecture$zAustria,http://id.loc.gov/authorities/subjects/sh89006982,sh89006982,http://id.loc.gov/authorities/subjects/sh89006982.marcxml.xml,,
6554,Architecture$vDesigns and plans,http://id.loc.gov/authorities/subjects/sh85006624,sh85006624,http://id.loc.gov/authorities/subjects/sh85006624.marcxml.xml,,
5388,Architecture$zEngland,http://id.loc.gov/authorities/subjects/sh85006650,sh85006650,http://id.loc.gov/authorities/subjects/sh85006650.marcxml.xml,,
5294,Architecture$zFrance,http://id.loc.gov/authorities/subjects/sh89001776,sh89001776,http://id.loc.gov/authorities/subjects/sh89001776.marcxml.xml,,
5310,Architecture$zFrance$zParis,http://id.loc.gov/authorities/subjects/sh2007101308,sh2007101308,http://id.loc.gov/authorities/subjects/sh2007101308.marcxml.xml,,
5405,Architecture$zGermany,http://id.loc.gov/authorities/subjects/sh89007036,sh89007036,http://id.loc.gov/authorities/subjects/sh89007036.marcxml.xml,,
5509,Architecture$zGreece$zAthens,http://id.loc.gov/authorities/subjects/sh2009115475,sh2009115475,http://id.loc.gov/authorities/subjects/sh2009115475.marcxml.xml,,
5503,Architecture$zGreece$zCorfu Island,http://id.loc.gov/authorities/subjects/sh85006655,sh85006655,http://id.loc.gov/authorities/subjects/sh85006655.marcxml.xml,,
5489,Architecture$zGreece,http://id.loc.gov/authorities/subjects/sh85006654,sh85006654,http://id.loc.gov/authorities/subjects/sh85006654.marcxml.xml,,
5726,Architecture$zItaly,http://id.loc.gov/authorities/subjects/sh85006661,sh85006661,http://id.loc.gov/authorities/subjects/sh85006661.marcxml.xml,,
5555,Architecture$zPoland,http://id.loc.gov/authorities/subjects/sh2009115503,sh2009115503,http://id.loc.gov/authorities/subjects/sh2009115503.marcxml.xml,,
5589,Architecture$zSpain,http://id.loc.gov/authorities/subjects/sh85006691,sh85006691,http://id.loc.gov/authorities/subjects/sh85006691.marcxml.xml,,
2146,"Architecture, Ancient",http://id.loc.gov/authorities/subjects/sh85006703,sh85006703,http://id.loc.gov/authorities/subjects/sh85006703.marcxml.xml,,
2101,"Architecture, Baroque",http://id.loc.gov/authorities/subjects/sh85006707,sh85006707,http://id.loc.gov/authorities/subjects/sh85006707.marcxml.xml,,
6156,"Architecture, Baroque$zItaly",http://id.loc.gov/authorities/subjects/sh2009115392,sh2009115392,http://id.loc.gov/authorities/subjects/sh2009115392.marcxml.xml,,
5441,"Architecture, Domestic",http://id.loc.gov/authorities/subjects/sh85006722,sh85006722,http://id.loc.gov/authorities/subjects/sh85006722.marcxml.xml,,
5729,"Architecture, Domestic$zItaly",http://id.loc.gov/authorities/subjects/sh85006744,sh85006744,http://id.loc.gov/authorities/subjects/sh85006744.marcxml.xml,,
7343,"Architecture, Etruscan",http://id.loc.gov/authorities/subjects/sh85006784,sh85006784,http://id.loc.gov/authorities/subjects/sh85006784.marcxml.xml,,
5592,"Architecture, Gothic",http://id.loc.gov/authorities/subjects/sh85006792,sh85006792,http://id.loc.gov/authorities/subjects/sh85006792.marcxml.xml,,
5507,"Architecture, Hellenistic",http://id.loc.gov/authorities/subjects/sh85006799,sh85006799,http://id.loc.gov/authorities/subjects/sh85006799.marcxml.xml,,
5596,Islamic architecture,http://id.loc.gov/authorities/subjects/sh85006804,sh85006804,http://id.loc.gov/authorities/subjects/sh85006804.marcxml.xml,,
5157,"Architecture, Medieval$zItaly$zRome",http://id.loc.gov/authorities/subjects/sh85006828,sh85006828,http://id.loc.gov/authorities/subjects/sh85006828.marcxml.xml,,
